HY,HP,LSP,LSR,LEY,LER,LWY,LH,LHYP,LHR,LHP,LKP,LAP,LAR,RHR,RHP,RKP,RAP,RAR,RSP,RSR,REY,RER,RWY,RH,DUR
0.0,0.0,1.5707963267948966,0.17453292519943295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235987755982988,0.0,0.0,0.0,0.0,0.5235987755982988,0.0,1.5707963267948966,-0.17453292519943295,0.0,0.0,0.0,0.0,550.0
0.0,0.0,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,-1.2217304763960306,0.8028514559173916,0.5759586531581288,0.5235987755982988,-0.5235987755982988,0.0,-0.8028514559173916,0.5759586531581288,0.5235987755982988,-0.5235987755982988,0.0,0.0,-1.5707963267948966,0.0,0.0,0.0,0.0,500.0
0.0,-0.5799729104377157,-1.5699236621688994,0.0,-1.5699236621688994,0.0,0.0,0.0,-1.2217304763960306,0.8028514559173916,-0.6981317007977318,-0.08726646259971647,-0.5235987755982988,0.3490658503988659,-0.8028514559173916,-0.6981317007977318,0.0,-0.5235987755982988,-0.3490658503988659,-1.5699236621688994,0.0,1.5699236621688994,0.0,0.0,0.0,700.0
0.0,0.0,-0.8700466321191733,0.0,-1.5699236621688994,-0.6099925735720182,0.0,0.0,-1.2217304763960306,0.8028514559173916,-1.5533430342749532,-0.08726646259971647,0.0,0.0,0.0,-1.5533430342749532,-0.08726646259971647,0.0,0.0,-0.8700466321191733,0.0,1.5699236621688994,0.6099925735720182,0.0,0.0,700.0
0.0,0.0,0.6108652381980153,0.0,-1.2217304763960306,0.0,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.7853981633974483,-0.08726646259971647,0.17453292519943295,0.0,0.2792526803190927,-0.7853981633974483,-0.08726646259971647,0.17453292519943295,0.0,0.6108652381980153,0.0,1.2217304763960306,0.0,0.0,0.0,700.0
0.0,0.0,0.5235987755982988,0.3490658503988659,-1.2217304763960306,-1.5707963267948966,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.7853981633974483,-0.08726646259971647,0.17453292519943295,0.0,0.2792526803190927,-0.7853981633974483,-0.08726646259971647,0.17453292519943295,0.0,0.5235987755982988,-0.3490658503988659,1.2217304763960306,1.5707963267948966,0.0,0.0,500.0
0.0,0.0,-1.2217304763960306,1.3264502315156905,-0.3490658503988659,-1.5707963267948966,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.9599310885968813,-0.08726646259971647,0.17453292519943295,0.0,0.2792526803190927,-0.9599310885968813,-0.08726646259971647,0.17453292519943295,0.0,-1.2217304763960306,-1.3264502315156905,0.3490658503988659,1.5707963267948966,0.0,0.0,500.0
0.0,0.0,-1.2217304763960306,1.3264502315156905,-0.3490658503988659,-0.3490658503988659,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,-1.2217304763960306,-1.3264502315156905,0.3490658503988659,0.3490658503988659,0.0,0.0,350.0
0.0,0.0,1.1344640137963142,1.2217304763960306,-0.3490658503988659,-0.3490658503988659,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,1.1344640137963142,-1.2217304763960306,0.3490658503988659,0.3490658503988659,0.0,0.0,325.0
0.0,0.0,1.7453292519943295,0.6981317007977318,0.3490658503988659,-0.3490658503988659,0.0,0.0,-1.2217304763960306,-0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,0.2792526803190927,-0.9599310885968813,-0.08726646259971647,1.2217304763960306,0.0,1.7453292519943295,-0.6981317007977318,-0.3490658503988659,0.3490658503988659,0.0,0.0,400.0
0.0,0.0,2.007128639793479,0.0,0.3490658503988659,-0.3490658503988659,0.0,0.0,-1.1344640137963142,0.5585053606381855,-1.53588974175501,1.4486232791552935,0.8028514559173916,-0.17453292519943295,-0.5585053606381855,-1.53588974175501,1.4486232791552935,0.8028514559173916,0.17453292519943295,2.007128639793479,0.0,-0.3490658503988659,0.3490658503988659,0.0,0.0,400.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.0821041362364843,0.33161255787892263,-1.5009831567151235,2.0943951023931953,0.3141592653589793,-0.12217304763960307,-0.6632251157578453,-1.4486232791552935,0.4886921905584123,0.9424777960769379,0.0,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.1519173063162575,0.33161255787892263,-0.7853981633974483,2.0943951023931953,-0.2792526803190927,-0.17453292519943295,-0.6632251157578453,-1.2217304763960306,0.4188790204786391,0.9424777960769379,0.05235987755982989,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.1868238913561442,0.17453292519943295,-0.24434609527920614,2.0943951023931953,-0.8552113334772214,-0.29670597283903605,-0.47123889803846897,-1.5009831567151235,0.6981317007977318,1.0122909661567112,0.017453292519943295,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.117010721276371,0.20943951023931956,-0.2792526803190927,2.0943951023931953,-0.9250245035569946,-0.19198621771937624,-0.4537856055185257,-1.2217304763960306,0.7330382858376184,0.9250245035569946,0.017453292519943295,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.0471975511965976,0.4014257279586958,-0.22689280275926285,2.0943951023931953,-1.064650843716541,-0.13962634015954636,-0.4188790204786391,-0.9948376736367679,0.8203047484373349,0.7155849933176751,0.05235987755982989,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0

0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-1.0297442586766545,0.4188790204786391,-0.3839724354387525,2.0943951023931953,-1.1868238913561442,-0.06981317007977318,-0.4363323129985824,-0.5410520681182421,0.6981317007977318,0.5934119456780721,0.19198621771937624,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,200.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-0.9948376736367679,0.4188790204786391,-0.4363323129985824,2.0943951023931953,-1.1868238913561442,0.0,-0.12217304763960307,-0.5585053606381855,1.4311699866353502,-0.03490658503988659,0.08726646259971647,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,400.0
0.0,0.0,1.8849555921538759,-0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,-0.8901179185171081,0.4537856055185257,-0.24434609527920614,2.0943951023931953,-1.1868238913561442,-0.10471975511965978,-0.3490658503988659,-0.2792526803190927,2.0943951023931953,-1.1693705988362009,0.08726646259971647,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,400.0
0.0,0.0,1.8849555921538759,0.20943951023931956,0.33161255787892263,-0.3141592653589793,0.0,0.0,0.0,0.0,-0.8726646259971648,2.0943951023931953,-1.1868238913561442,0.0,-0.0,-0.8726646259971648,2.0943951023931953,-1.1868238913561442,0.0,2.0943951023931953,-0.2792526803190927,-0.5235987755982988,0.15707963267948966,0.0,0.0,400.0
0.0,0.0,1.5707963267948966,0.17453292519943295,0.0,0.0,0.0,0.0,0.0,0.0,-0.4886921905584123,0.8726646259971648,-0.4363323129985824,0.0,0.0,-0.4886921905584123,0.8726646259971648,-0.4363323129985824,0.0,1.5707963267948966,-0.17453292519943295,0.0,0.0,0.0,0.0,800.0
